CCI_code,CCI_description
1WL82LA,"Reattachment, other phalanx of foot using simple apposition technique [e.g. suturing]"
1WL82LAKD,"Reattachment, other phalanx of foot using open approach and wire/staple fixation with apposition"
1WL87LA,"Excision partial, other phalanx of foot using open approach"
1WL87LAXXA,"Excision partial, other phalanx of foot using open approach and autograft (for closure of surgical defect)"
1WL87LAXXK,"Excision partial, other phalanx of foot using open approach and homograft (for closure of defect)"
1WL87LAXXN,"Excision partial, other phalanx of foot using open approach and synthetic tissue (for closure of defect)"
1WL87UR,"Excision partial, other phalanx of foot using open approach with ligature dissection technique"
1WL93LA,"Amputation, other phalanx of foot using simple apposition technique [e.g. suturing] (for closure of stump)"
1WL93LAXXA,"Amputation, other phalanx of foot using skin graft (for closure of stump)"
1WL93LAXXG,"Amputation, other phalanx of foot using pedicled transposition flap [e.g. toe rotation flap]"
1WM04JH,"Mobilization, other interphalangeal joints of toe using external approach with manual technique"
1WM05JH,"Manipulation, other interphalangeal joints of toe using external approach with manual technique"
1WM35HAJ2,"Pharmacotherapy (local), other interphalangeal joints of toe of corticosteroid agent using needle approach"
1WM35HAP1,"Pharmacotherapy (local), other interphalangeal joints of toe using percutaneous  needle approach and anesthetic agent"
1WM35HAP2,"Pharmacotherapy (local), other interphalangeal joints of toe of analgesic agent using needle approach"
1WM35HAT9,"Pharmacotherapy (local), other interphalangeal joints of toe of pharmacological agent NEC using needle approach"
1WM35LAK8,"Pharmacotherapy (local), other interphalangeal joints of toe using open approach and antibacterial agent(e.g. gentamycin beads)"
1WM52HA,"Drainage, other interphalangeal joints of toe using percutaneous (needle) aspiration"
1WM52WJ,"Drainage, other interphalangeal joints of toe using open excisional approach [e.g. bursectomy]"
1WM52WK,"Drainage, other interphalangeal joints of toe using open incisional approach [e.g. bursotomy]"
1WM53LAPN,"Implantation of internal device, other interphalangeal joints of toe of uncemented dual component prosthetic device using open approach"
1WM55LAK8,"Removal of device, other interphalangeal joints of toe of antibacterial agent (e.g. gentamycin beads) using open approach"
1WM55LAPN,"Removal of device, other interphalangeal joints of toe of uncemented dual component prosthetic device using open approach"
1WM72LA,"Release, other interphalangeal joints of toe using open (incisional) approach"
1WM73JA,"Reduction, other interphalangeal joints of toe using closed (external) approach"
1WM73LA,"Reduction, other interphalangeal joints of toe using open approach"
1WM75LAKD,"Fusion, other interphalangeal joints of toe using open approach and wire, staple"
1WM75LAKDA,"Fusion, other interphalangeal joints of toe using open approach and wire, staple with bone autograft"
1WM75LALQ,"Fusion, other interphalangeal joints of toe using open approach and intramedullary nail"
1WM75LANV,"Fusion, other interphalangeal joints of toe using open approach and pin, nail"
1WM75LANVA,"Fusion, other interphalangeal joints of toe using open approach and pin, nail with bone autograft"
1WM75LANW,"Fusion, other interphalangeal joints of toe using open approach and screw"
1WM75LANWA,"Fusion, other interphalangeal joints of toe using open approach and screw with bone autograft"
1WM80LA,"Repair, other interphalangeal joints of toe using open approach"
1WM87LA,"Excision partial, other interphalangeal joints of toe using open approach"
1WM87LAKD,"Excision partial, other interphalangeal joints of toe using open approach and wire, staple"
1WM93LA,"Amputation, other interphalangeal joints of toe using simple apposition technique [e.g. suturing] (for closure of stump)"
1WM93LAXXE,"Amputation, other interphalangeal joints of toe using local flap (for closure of stump)"
1WN04JH,"Mobilization, first interphalangeal joint of toe using external approach with manual technique"
1WN05JH,"Manipulation, first interphalangeal joint of toe using external approach with manual technique"
1WN35HAJ2,"Pharmacotherapy (local), first interphalangeal joint of toe of corticosteroid agent using needle approach"
1WN35HAP1,"Pharmacotherapy (local), first interphalangeal joint of toe using percutaneous needle approach and anesthetic agent"
1WN35HAP2,"Pharmacotherapy (local), first interphalangeal joint of toe of analgesic agent using needle approach"
1WN35HAT9,"Pharmacotherapy (local), first interphalangeal joint of toe of pharmacological agent NEC using needle approach"
1WN35LAK8,"Pharmacotherapy (local), first interphalangeal joint of toe using open approach and antibacterial agent (e.g. gentamycin beads)"
1WN52HA,"Drainage, first interphalangeal joint of toe using percutaneous (needle) aspiration"
1WN52WJ,"Drainage, first interphalangeal joint of toe using open excisional approach [e.g. bursectomy]"
1WN52WK,"Drainage, first interphalangeal joint of toe using open incisional approach [e.g. bursotomy]"
1WN53LAPN,"Implantation of internal device, first interphalangeal joint of toe of uncemented dual component prosthetic device using open approach"
1WN55LAK8,"Removal of device, first interphalangeal joint of toe of antibacterial agent (e.g. gentamycin beads) using open approach"
1WN55LAPN,"Removal of device, first interphalangeal joint of toe of uncemented dual component prosthetic device using open approach"
1WN72LA,"Release, first interphalangeal joint of toe using open (incisional) approach"
1WN73JA,"Reduction, first interphalangeal joint of toe using closed (external) approach"
1WN73LA,"Reduction, first interphalangeal joint of toe using open approach"
1WN75LAKD,"Fusion, first interphalangeal joint of toe using open approach and wire, staple"
1WN75LAKDA,"Fusion, first interphalangeal joint of toe using open approach and wire, staple with bone autograft"
1WN75LALQ,"Fusion, first interphalangeal joint of toe using open approach and intramedullary nail"
1WN75LANV,"Fusion, first interphalangeal joint of toe using open approach and pin, nail"
1WN75LANVA,"Fusion, first interphalangeal joint of toe using open approach and pin, nail with bone autograft"
1WN75LANW,"Fusion, first interphalangeal joint of toe using open approach and screw"
1WN75LANWA,"Fusion, first interphalangeal joint of toe using open approach and screw with bone autograft"
1WN80LA,"Repair, first interphalangeal joint of toe using open approach"
1WN87LA,"Excision partial, first interphalangeal joint of toe using open approach"
1WN87LAKD,"Excision partial, first interphalangeal joint of toe using open approach and wire, staple"
1WN93LA,"Amputation, first interphalangeal joint of toe using simple apposition technique [e.g. suturing] (for closure of stump)"
1WN93LAXXE,"Amputation, first interphalangeal joint of toe using local flap (for closure of stump)"
1WT58LAXXA,"Procurement, tendons of ankle and foot of autograft using open approach"
1WT72LA,"Release, tendons of ankle and foot using open approach"
1WT79LAXXA,"Repair by increasing size, tendons of ankle and foot using open approach and autograft [e.g. fascia, tendon]"
1WT79LAXXE,"Repair by increasing size, tendons of ankle and foot using open approach and local flap (e.g. Z-plasty)"
1WT79WK,"Repair by increasing size, tendons of ankle and foot using special (percutaneous multiple) incisional technique"
1WT80LA,"Repair, tendons of ankle and foot using apposition technique [tendon sutured to tendon] simple repair (without graft or transfer)"
1WT80LAXXA,"Repair, tendons of ankle and foot using apposition technique [tendon sutured to tendon] with autograft [e.g. tendon, fascia]"
1WT80LAXXE,"Repair, tendons of ankle and foot using apposition technique [tendon sutured to tendon] with tendon transfer for realignment [e.g. advancement, transposition]"
1WT80LAXXK,"Repair, tendons of ankle and foot using apposition technique [tendon sutured to tendon] with homograft [e.g. GRAFTJACKET regenerative tissue matrix]"
1WT80LAXXN,"Repair, tendons of ankle and foot using apposition technique [tendon sutured to tendon] with synthetic tissue [e.g. gortex, mesh]"
1WT80LAXXQ,"Repair, tendons of ankle and foot using apposition technique [tendon sutured to tendon] with combined sources of tissue [e.g. autograft, tendon transfer, goretex]"
1WT80WU,"Repair, tendons of ankle and foot using tenodesis technique [tendon looped or sutured [anchored] to or through bone] simple repair (without graft or transfer)"
1WT80WUNW,"Repair, tendons of ankle and foot using tenodesis with screw fixation [ tendon with a bone plug fixed to bone with screw] simple repair (without graft or transfer)"
1WT80WUNWA,"Repair, tendons of ankle and foot using tenodesis with screw fixation [ tendon with a bone plug fixed to bone with screw] with autograft [e.g. tendon, fascia]"
1WT80WUNWE,"Repair, tendons of ankle and foot using tenodesis with screw fixation [ tendon with a bone plug fixed to bone with screw] with tendon transfer for realignment [e.g. advancement, transposition]"
1WT80WUNWK,"Repair, tendons of ankle and foot using tenodesis with screw fixation [tendon with a bone plug fixed to bone with screw] with homograft [e.g. GRAFTJACKET regenerative tissue matrix]"
1WT80WUNWN,"Repair, tendons of ankle and foot using tenodesis with screw fixation [ tendon with a bone plug fixed to bone with screw] with synthetic tissue [e.g. gortex, mesh]"
1WT80WUNWQ,"Repair, tendons of ankle and foot using tenodesis with screw fixation [ tendon with a bone plug fixed to bone with screw] with combined sources of tissue [e.g. autograft, tendon transfer, goretex]"
1WT80WUXXA,"Repair, tendons of ankle and foot using tenodesis technique [tendon looped or sutured [anchored] to or through bone] with autograft [e.g. tendon, fascia]"
1WT80WUXXE,"Repair, tendons of ankle and foot using tenodesis technique [tendon looped or sutured [anchored] to or through bone] with tendon transfer for realignment [e.g. advancement, transposition]"
1WT80WUXXK,"Repair, tendons of ankle and foot using tenodesis technique [tendon looped or sutured [anchored] to or through bone] with homograft [e.g. GRAFTJACKET regenerative tissue matrix]"
1WT80WUXXN,"Repair, tendons of ankle and foot using tenodesis technique [tendon looped or sutured [anchored] to or through bone] with synthetic tissue [e.g. gortex, mesh]"
1WT80WUXXQ,"Repair, tendons of ankle and foot using tenodesis technique [tendon looped or sutured [anchored] to or through bone] with combined sources of tissue [e.g. autograft, tendon transfer, gortex]"
1WV04JH,"Mobilization, soft tissue of the foot and ankle using external approach with manual technique"
1WV06JAKL,"Hypothermy, soft tissue of the foot and ankle using cold (dry) device [e.g. cold pack, ice]"
1WV06JAKM,"Hypothermy, soft tissue of the foot and ankle using cold (moist) device [e.g. compress]"
1WV07JACG,"Hyperthermy, soft tissue of the foot and ankle using microwave"
1WV07JADU,"Hyperthermy, soft tissue of the foot and ankle using infrared device [e.g. lamp, baker]"
1WV07JADZ,"Hyperthermy, soft tissue of the foot and ankle using short wave"
1WV07JAHB,"Hyperthermy, soft tissue of the foot and ankle using other diathermy device NEC"
1WV07JAKH,"Hyperthermy, soft tissue of the foot and ankle using externally applied dry heat [e.g. heating pad]"
1WV07JAKJ,"Hyperthermy, soft tissue of the foot and ankle using externally applied moist heat [e.g. compress, soak]"
1WV07JAKQ,"Hyperthermy, soft tissue of the foot and ankle using paraffin"
1WV07JATR,"Hyperthermy, soft tissue of the foot and ankle using whirlpool"
1WV12JA,"Therapy, soft tissue of the foot and ankle using other  technique NEC"
1WV12JAAG,"Therapy, soft tissue of the foot and ankle using laser NEC (with or without photosensitizing chemicals)"
1WV12JADQ,"Therapy, soft tissue of the foot and ankle using ultraviolet light"
1WV12JADU,"Therapy, soft tissue of the foot and ankle using light NEC[e.g. long wave red light]"
1WV12JAUE,"Therapy, soft tissue of the foot and ankle using vibrating device"
1WV12JD,"Therapy, soft tissue of the foot and ankle using acupressure technique"
1WV12JJ,"Therapy, soft tissue of the foot and ankle using massage technique"
1WV12JP,"Therapy, soft tissue of the foot and ankle using therapeutic touch technique"
1WV13HAC2,"Control of bleeding, soft tissue of the foot and ankle using percutaneous injection of antihemorrhagic agent"
1WV13JAC2,"Control of bleeding, soft tissue of the foot and ankle using topical antihemorrhagic agent"
1WV13JN,"Control of bleeding, soft tissue of the foot and ankle using external manual compression"
1WV35HAJ2,"Pharmacotherapy (local), soft tissue of the foot and ankle percutaneous approach using corticosteroid agent"
1WV35HAK0,"Pharmacotherapy (local), soft tissue of the foot and ankle percutaneous approach using antiinfective NEC"
1WV35HAP1,"Pharmacotherapy (local), soft tissue of the foot and ankle  percutaneous approach using local anesthetic agent"
1WV35HAP2,"Pharmacotherapy (local), soft tissue of the foot and ankle percutaneous approach using analgesic agent"
1WV35HAT9,"Pharmacotherapy (local), soft tissue of the foot and ankle percutaneous approach using pharmacological agent NEC"
1WV35JAD1,"Pharmacotherapy (local), soft tissue of the foot and ankle direct instillation [into wound] using antiinfective irrigating solution"
1WV35JAD2,"Pharmacotherapy (local), soft tissue of the foot and ankle direct instillation [into wound] using salt irrigating solution"
1WV35JAD3,"Pharmacotherapy (local), soft tissue of the foot and ankle direct instillation [into wound] using other irrigating solution"
1WV35JAK0,"Pharmacotherapy (local), soft tissue of the foot and ankle direct instillation [into wound] using antiinfective NEC"
1WV35JAP1,"Pharmacotherapy (local), soft tissue of the foot and ankle direct instillation [into wound] using local anesthetic agent"
1WV35JAP2,"Pharmacotherapy (local), soft tissue of the foot and ankle direct instillation [into wound] using analgesic agent"
1WV35JAT9,"Pharmacotherapy (local), soft tissue of the foot and ankle direct instillation [into wound] using pharmacological agent NEC"
1WV52HA,"Drainage, soft tissue of the foot and ankle using percutaneous (needle) approach"
1WV52HATS,"Drainage, soft tissue of the foot and ankle using percutaneous approach with drainage tube left in situ"
1WV52LA,"Drainage, soft tissue of the foot and ankle using open (incisional) approach"
1WV55JAFF,"Removal of device, soft tissue of the foot and ankle of closure device (e.g. suture)"
1WV55JAGX,"Removal of device, soft tissue of the foot and ankle of device NEC"
1WV55JATS,"Removal of device, soft tissue of the foot and ankle of wound drain or drainage catheter"
1WV56JA,"Removal of foreign body, soft tissue of the foot and ankle using external (for simple extraction) approach"
1WV56LA,"Removal of foreign body, soft tissue of the foot and ankle using open (incisional) technique"
1WV57LA,"Extraction, soft tissue of the foot and ankle using open approach"
1WV58LAXXF,"Procurement, soft tissue of the foot and ankle of free muscle flap using open approach"
1WV59LAAD,"Destruction, soft tissue of the foot and ankle using cryoprobe"
1WV59LAAG,"Destruction, soft tissue of the foot and ankle using laser"
1WV59LAAW,"Destruction, soft tissue of the foot and ankle using radiofrequency probe"
1WV59LAGX,"Destruction, soft tissue of the foot and ankle using device NEC"
1WV59LAX7,"Destruction, soft tissue of the foot and ankle using chemical cautery agent"
1WV72DA,"Release, soft tissue of the foot and ankle using endoscopic approach"
1WV72DAAG,"Release, soft tissue of the foot and ankle using endoscopic approach and laser"
1WV72WJ,"Release, soft tissue of the foot and ankle using excisional technique [e.g. fasciectomy]"
1WV72WK,"Release, soft tissue of the foot and ankle using incisional technique [e.g. fasciotomy, myotomy]"
1WV80LA,"Repair, soft tissue of the foot and ankle using simple apposition technique [e.g. suture, staple]"
1WV80LAXXA,"Repair, soft tissue of the foot and ankle using autograft [e.g. skin or fascia]"
1WV80LAXXE,"Repair, soft tissue of the foot and ankle using local flap [e.g. Z- plasty or rotation flap]"
1WV87LA,"Excision partial, soft tissue of the foot and ankle using simple apposition technique [e.g. suture, staple] for closure of defect"
1WV87LAXXA,"Excision partial, soft tissue of the foot and ankle using autograft [e.g. skin or fascia] for closure of defect"
1WV87LAXXE,"Excision partial, soft tissue of the foot and ankle using local flap [e.g. Z- plasty or rotation flap] for closure of defect"
1WV87LAXXF,"Excision partial, soft tissue of the foot and ankle using open approach and free flap for closure of defect"
1WV87LAXXQ,"Excision partial, soft tissue of the foot and ankle using combined sources of tissue (e.g. flap and graft) for closure of defect"
1WX09HAJA,"Stimulation, bone NEC using percutaneously inserted electrodes (e.g. bone groth stimulator)"
1WX09JAAQ,"Stimulation, bone NEC using external magnets (e.g. pulsating electro magnet field-PEMF)"
1WX09JAJA,"Stimulation, bone NEC using external electrodes (e.g. under cast)"
1WX58LAXXA,"Procurement, bone NEC of autograft using open approach"
1WX58LAXXK,"Procurement, bone NEC of deceased donor homograft using open approach"
1WX59HAAW,"Destruction, bone NEC using percutaneous (needle) approach with radiofrequency probe"
1WX59HAX7,"Destruction, bone NEC using percutaneous (needle) approach with chemical agents (e.g. Ethibloc, zein)"
1WY19HHXXA,"Transfusion, bone marrow infusion of autologous bone marrow"
1WY19HHXXJ,"Transfusion, bone marrow infusion of homologous bone marrow, without purging"
1WY19HHXXM,"Transfusion, bone marrow infusion of purged homologous bone marrow"
1WY35HAT9,"Pharmacotherapy (local), bone marrow of pharmacological agent NEC using needle approach"
1WY58HA,"Procurement, bone marrow using percutaneous needle approach"
1WY58HN,"Procurement, bone marrow using percutaneous needle approach and multi-site technique"
1WZ27JA,"Radiation, musculoskeletal system NEC using external beam"
1WZ54JAAQ,"Management of internal device, musculoskeletal system NEC external approach using electromagnetic field"
1WZ94HA,"Therapeutic intervention NEC, musculoskeletal system NEC using percutaneous (needle) approach"
1WZ94LA,"Therapeutic intervention NEC, musculoskeletal system NEC using open approach"
1YA06JAKL,"Hypothermy, scalp using ice pack"
1YA06JAKM,"Hypothermy, scalp using cool/cold compress or water soak"
1YA07JAKH,"Hyperthermy, scalp using dry heat [e.g. heating pad, hot pack]"
1YA07JAKJ,"Hyperthermy, scalp using warm compress (intermittent or constant)"
1YA09JADV,"Stimulation, scalp using external electrical stimulating device"
1YA12JAAG,"Therapy, scalp using laser NEC [e.g. green light laser]"
1YA12JADQ,"Therapy, scalp using ultraviolet light"
1YA12JALI,"Therapy, scalp using external application of living organism (e.g. leeches)"
1YA13JAC2,"Control of bleeding, scalp using local application of antihemorrhagic agent"
1YA13JN,"Control of bleeding, scalp using external manual compression"
1YA14JAFJ,"Dressing, scalp using occlusive dressing [e.g. hydrocolloid, coal tar, paraffin gauze, hydrogel]"
1YA14JAFN,"Dressing, scalp using wet/moist dressing"
1YA14JAGN,"Dressing, scalp using pressure dressing"
1YA14JAH1,"Dressing, scalp using medicated dressing"
1YA14JALI,"Dressing, scalp using external application of living organism (e.g. maggots)"
1YA14JANP,"Dressing, scalp using packing"
1YA14JAT6,"Dressing, scalp using dry dressing"
1YA14JAXXL,"Dressing, scalp using xenogeneic tissue [e.g. porcine xenograft]"
1YA14JAXXN,"Dressing, scalp using synthetic tissue [e.g. Biobrane, Dermagraft]"
1YA35HAG6,"Pharmacotherapy (local), scalp percutaneous (needle) approach using antibiotic and chemotherapeutic agent"
1YA35HAG7,"Pharmacotherapy (local), scalp percutaneous (needle) approach using corticosteroid agent"
1YA35HAM7,"Pharmacotherapy (local), scalp percutaneous (needle) approach using immunomodulating agent"
1YA35HAP1,"Pharmacotherapy (local), scalp using percutaneous needle approach [injection] and anesthetic agent"
1YA35HAT9,"Pharmacotherapy (local), scalp percutaneous (needle) approach using pharmacological agent NEC"
1YA35HAW1,"Pharmacotherapy (local), scalp percutaneous (needle) approach using augmentation agent"
1YA35HAX4,"Pharmacotherapy (local), scalp percutaneous (needle) approach using dye"
1YA35HAZ9,"Pharmacotherapy (local), scalp percutaneous (needle) approach using agent NEC (e.g. synthetic peptides for scar formation)"
1YA35JAD1,"Pharmacotherapy (local), scalp topical application or direct instillation into wound using antiinfective irrigating solution"
1YA35JAD2,"Pharmacotherapy (local), scalp topical application or direct instillation into wound using salt irrigating solution"
1YA35JAD3,"Pharmacotherapy (local), scalp topical application or direct instillation into wound using other irrigating solution"
1YA35JAG1,"Pharmacotherapy (local), scalp topical application or direct instillation into wound using antifungal agent"
1YA35JAG2,"Pharmacotherapy (local), scalp topical application or direct instillation into wound using emollient and protective agent"
1YA35JAG3,"Pharmacotherapy (local), scalp topical application or direct instillation into wound using wound and ulcer treatment agent"
1YA35JAG4,"Pharmacotherapy (local), scalp topical application or direct instillation into wound using antipruritic agent"
1YA35JAG5,"Pharmacotherapy (local), scalp topical application or direct instillation into wound using antipsoriatic agent"
1YA35JAG6,"Pharmacotherapy (local), scalp topical application or direct instillation into wound using antibiotic and chemotherapeutic agent"
1YA35JAG7,"Pharmacotherapy (local), scalp topical application or direct instillation into wound using corticosteroid agent"
1YA35JAG8,"Pharmacotherapy (local), scalp topical application or direct instillation into wound using antiseptic and disinfectant"
1YA35JAH3,"Pharmacotherapy (local), scalp topical application or direct instillation into wound using other dermatological preparation"
1YA35JAP1,"Pharmacotherapy (local), scalp using topical application or direct instillation into wound using local anesthetic agent"
1YA35JAQ3,"Pharmacotherapy (local), scalp topical application or direct instillation into wound using ectoparasiticide"
1YA35JAT9,"Pharmacotherapy (local), scalp topical application or direct instillation into wound using pharmacological agent NEC"
1YA35JAX1,"Pharmacotherapy (local), scalp topical application or direct instillation into wound using bleaching agent (e.g. liquid nitrogen for hyperpigmentation)"
1YA35JAX3,"Pharmacotherapy (local), scalp topical application or direct instillation into wound using drying agent (e.g. air, aluminum salts, starch, powders)"
1YA35JAZ9,"Pharmacotherapy (local), scalp topical application or direct instillation into wound using agent NEC (e.g. synthetic peptides for scar formation)"
1YA52HA,"Drainage, scalp using needle aspiration"
1YA52HATS,"Drainage, scalp using percutaneous approach with drainage tube left in situ"
1YA52JA,"Drainage, scalp using external manual expression (or separation of infected wound)"
1YA52LA,"Drainage, scalp using incisional approach"
1YA53DATP,"Implantation of internal device, scalp of tissue expander using endoscopic approach"
1YA53LATP,"Implantation of internal device, scalp of tissue expander using open approach"
1YA53LATS,"Implantation of internal device, scalp of wound drain using open approach"
1YA54HAG2,"Management of internal device, scalp using percutaneous (needle) approach and synthetic agent"
1YA54HAW1,"Management of internal device, scalp using percutaneous (needle) approach and augmentation agent [e.g. saline, soya]"
1YA55DATP,"Removal of device, scalp of tissue expander using endoscopic approach"
1YA55JAFF,"Removal of device, scalp of closure device [e.g. suture, clip, etc]"
1YA55JANP,"Removal of device, scalp of packing (wound)"
1YA55JATS,"Removal of device, scalp of wound drain using external approach"
1YA55LATP,"Removal of device, scalp of tissue expander using open approach"
1YA56JA,"Removal of foreign body, scalp using external approach [for simple extraction]"
1YA56LA,"Removal of foreign body, scalp using (open) incisional approach"
1YA58LAXXA,"Procurement, scalp of full thickness autograft using open approach"
1YA58LAXXB,"Procurement, scalp of split thickness autograft using open approach"
1YA58LAXXF,"Procurement, scalp of free flap using open approach"
1YA59JAAD,"Destruction, scalp, using cryoprobe"
1YA59JAAG,"Destruction, scalp using laser [e.g. carbon dioxide for ablation]"
1YA59JAAL,"Destruction, scalp using electrolysis device"
1YA59JACF,"Destruction, scalp using mechanical device [sandpaper, wire brush]"
1YA59JADM,"Destruction, scalp using ruby laser [e.g. for tattoo removal]"
1YA59JADN,"Destruction, scalp using dye or tunable dye laser"
1YA59JADP,"Destruction, scalp using yellow light or copper vapor laser"
1YA59JAGX,"Destruction, scalp using device NEC [electrocautery]"
1YA59JALV,"Destruction, scalp using ligature"
1YA59JAX2,"Destruction, scalp using cold inducing agent/cryorefrigerant [liquid nitogen]"
1YA59JAX7,"Destruction, scalp using chemical cautery agent"
1YA80JAFF,"Repair, scalp using closure device (e.g. clip, adhesive skin closure [Steri-Strips])"
1YA80JAXXK,"Repair, scalp using homograft (e.g. GRAFTJACKET regenerative tissue matrix)"
1YA80JAXXP,"Repair, scalp using cultured tissue"
1YA80LA,"Repair, scalp using apposition technique [e.g. suture, staple]"
1YA80LAW4,"Repair, scalp using glue for apposition (e.g. crazy glue, glustitch)"
1YA80LAXXA,"Repair, scalp using full-thickness autograft"
1YA80LAXXB,"Repair, scalp using split-thickness autograft"
1YA80LAXXE,"Repair, scalp using local flap [e.g. rotation, advancement, juri,  Z-plasty]"
1YA80LAXXF,"Repair, scalp using free flap [e.g. fasciocutaneous]"
1YA83LAXXA,"Transfer, scalp using open approach and autograft [e.g. hair follicles]"
1YA87LA,"Excision partial, scalp open [excisional] approach without tissue repair"
1YA87LAAG,"Excision partial, scalp open [excisional] approach and laser without tissue repair"
1YA87LAAGA,"Excision partial, scalp open [excisional] approach and laser using full thickness autograft"
1YA87LAAGB,"Excision partial, scalp open [excisional] approach and laser using split thickness autograft"
1YA87LAAGE,"Excision partial, scalp open [excisional] approach and laser using local flap [e.g. rotation, advancement, transposition, Z-plasty]"
1YA87LAAGF,"Excision partial, scalp open [excisional] approach and laser using free flap"
1YA87LAAY,"Excision partial, scalp open [excisional] approach and dermatome without tissue repair"
1YA87LAAYA,"Excision partial, scalp open [excisional] approach and dermatome using full thickness autograft"
1YA87LAAYB,"Excision partial, scalp open [excisional] approach and dermatome using split thickness autograft"
1YA87LAAYE,"Excision partial, scalp open [excisional] approach and dermatome using local flap [e.g. rotation, advancement, transposition, Z-plasty]"
1YA87LAAYF,"Excision partial, scalp open [excisional] approach and dermatome using free flap"
1YA87LAXXA,"Excision partial, scalp open [excisional] approach using full thickness autograft"
1YA87LAXXB,"Excision partial, scalp open [excisional] approach using split thickness autograft"
1YA87LAXXE,"Excision partial, scalp open [excisional] approach using local flap [e.g. rotation, advancement, transposition, Z-plasty]"
1YA87LAXXF,"Excision partial, scalp open [excisional] approach using free flap"
1YB12JALI,"Therapy,  skin of forehead using external application of living organism (e.g. leeches)"
1YB13JAC2,"Control of bleeding, skin of forehead using local application of antihemorrhagic agent"
1YB13JN,"Control of bleeding, skin of forehead using external manual compression"
1YB14JAFJ,"Dressing, skin of forehead using occlusive dressing [e.g. hydrocolloid, coal tar, paraffin gauze, hydrogel]"
1YB14JAFN,"Dressing, skin of forehead using wet/moist dressing"
1YB14JAGN,"Dressing, skin of forehead using pressure dressing"
1YB14JAH1,"Dressing, skin of forehead using medicated dressing"
1YB14JALI,"Dressing, skin of forehead using external application of living organism (e.g. maggots)"
1YB14JAT6,"Dressing, skin of forehead using dry dressing"
1YB14JAXXL,"Dressing, skin of forehead using xenogeneic tissue [e.g. porcine xenograft]"
1YB14JAXXN,"Dressing, skin of forehead using synthetic tissue [e.g. Biobrane, Dermagraft]"
1YB52HA,"Drainage, skin of forehead using needle aspiration"
1YB52HATS,"Drainage, skin of forehead using percutaneous approach with drainage tube left in situ"
1YB52JA,"Drainage, skin of forehead using external manual expression (or separation of infected wound)"
1YB52LA,"Drainage, skin of forehead using incisional approach"
1YB53DATP,"Implantation of internal device, skin of forehead of tissue expander using endoscopic approach"
1YB53LATP,"Implantation of internal device, skin of forehead of tissue expander using open approach"
1YB53LATS,"Implantation of internal device, skin of forehead of wound drain using open approach"
1YB54HAG2,"Management of internal device, skin of forehead using percutaneous (needle) approach and synthetic agent"
1YB54HAW1,"Management of internal device, skin of forehead using percutaneous (needle) approach and augmentation agent [e.g. saline, soya]"
1YB55DAGX,"Removal of device, skin of forehead of device NEC using endoscopic approach"
1YB55DATP,"Removal of device, skin of forehead of tissue expander using endoscopic approach"
1YB55JAFF,"Removal of device, skin of forehead of closure device [e.g. suture, clip, etc]"
1YB55JATS,"Removal of device, skin of forehead of wound drain using external approach"
1YB55LAGX,"Removal of device, skin of forehead of device NEC using open approach"
1YB55LATP,"Removal of device, skin of forehead of tissue expander using open approach"
1YB56JA,"Removal of foreign body, skin of forehead using external approach [for simple extraction]"
1YB56LA,"Removal of foreign body, skin of forehead using incisional approach"
1YB58LAXXA,"Procurement, skin of forehead of full thickness autograft using open approach"
1YB58LAXXB,"Procurement, skin of forehead of split thickness autograft using open approach"
1YB58LAXXF,"Procurement, skin of forehead of free flap using open approach"
1YB59JAAD,"Destruction, skin of forehead using cryoprobe"
1YB59JAAG,"Destruction, skin of forehead using laser [e.g. carbon dioxide for ablation]"
1YB59JACF,"Destruction, skin of forehead using mechanical device [sandpaper, wire brush]"
1YB59JADM,"Destruction, skin of forehead using ruby laser [e.g. for tattoo removal]"
1YB59JADN,"Destruction, skin of forehead using dye or tunable dye laser"
1YB59JADP,"Destruction, skin of forehead using yellow light or copper vapor laser"
1YB59JAGX,"Destruction, skin of forehead using device NEC"
1YB59JAX2,"Destruction, skin of forehead using cold inducing agent/cryorefrigerant [liquid nitrogen]"
1YB59JAX7,"Destruction, skin of forehead using chemical cautery agent"
1YB74DA,"Fixation, skin of forehead using endoscopic approach"
1YB74LA,"Fixation, skin of forehead using open approach"
1YB80JAFF,"Repair, skin of forehead using closure device (e.g.clip, adhesive skin closure [Steri-Strips])"
1YB80JAXXK,"Repair, skin of forehead using homograft (e.g. GRAFTJACKET regenerative tissue matrix)"
1YB80JAXXP,"Repair, skin of forehead using cultured tissue"
1YB80LA,"Repair, skin of forehead using apposition technique [e.g. suturing, stapling]"
1YB80LAW4,"Repair, skin of forehead using glue  (e.g. crazy glue, glustitch)"
1YB80LAXXA,"Repair, skin of forehead using full-thickness autograft"
1YB80LAXXB,"Repair, skin of forehead using split-thickness autograft"
1YB80LAXXE,"Repair, skin of forehead using local flap [e.g. rotation, advancement, transposition, Z-plasty]"
1YB80LAXXF,"Repair, skin of forehead using free flap [e.g. microvascular free flap]"
1YB87LA,"Excision partial, skin of forehead open [excisional] approach without tissue repair"
1YB87LAAG,"Excision partial, skin of forehead open [excisional] approach and laser without tissue repair"
1YB87LAAGA,"Excision partial, skin of forehead open [excisional] approach and laser using full thickness autograft"
1YB87LAAGB,"Excision partial, skin of forehead open [excisional] approach and laser using split thickness autograft"
